Age group by 5,Category,Color,Customer ID,Discount Applied,Frequency of Purchases,Gender,Item Purchased,Location,Payment Method,Promo Code Used,Season,Shipping Type,Size,Subscription Status,Age,Almont Money,Customers by Season,Money by Accessories,Money by Clothing,Money by Footwear,Money by Outerwear,Previous Purchases,Purchase Amount (USD),Review Rating
60-65,Accessories,Indigo,1616,Yes,Bi-Weekly,Male,Jewelry,New York,Cash,Yes,Fall,Standard,M,No,64,62,1616,62,,,,45,62,3.2
30-35,Accessories,Peach,1256,Yes,Fortnightly,Male,Hat,Indiana,Cash,Yes,Fall,Standard,M,No,30,68,1256,68,,,,38,68,4.1
35-40,Accessories,Charcoal,1158,Yes,Quarterly,Male,Belt,Maryland,Cash,Yes,Fall,Standard,M,No,37,66,1158,66,,,,11,66,4.4
30-35,Accessories,Charcoal,1331,Yes,Bi-Weekly,Male,Handbag,Vermont,PayPal,Yes,Fall,Standard,M,No,30,65,1331,65,,,,20,65,2.9
60-65,Accessories,Gold,1153,Yes,Every 3 Months,Male,Handbag,Connecticut,PayPal,Yes,Fall,Standard,M,No,62,49,1153,49,,,,8,49,4
35-40,Accessories,Indigo,1235,Yes,Bi-Weekly,Male,Gloves,New Jersey,Bank Transfer,Yes,Fall,Store Pickup,M,No,38,99,1235,99,,,,2,99,4.1
40-45,Accessories,Indigo,1386,Yes,Bi-Weekly,Male,Jewelry,Mississippi,Bank Transfer,Yes,Fall,Store Pickup,M,No,41,64,1386,64,,,,1,64,2.6
60-65,Accessories,Gray,1355,Yes,Quarterly,Male,Backpack,Maryland,Bank Transfer,Yes,Spring,2-Day Shipping,M,No,64,,,,,,,21,42,3.6
30-35,Accessories,Turquoise,1540,Yes,Every 3 Months,Male,Belt,Hawaii,Cash,Yes,Spring,2-Day Shipping,M,No,32,,,,,,,19,55,5
65-70,Accessories,Pink,1205,Yes,Every 3 Months,Male,Belt,Florida,Credit Card,Yes,Spring,2-Day Shipping,M,No,67,,,,,,,20,94,3.2
50-55,Accessories,Olive,1275,Yes,Quarterly,Male,Hat,Missouri,PayPal,Yes,Spring,2-Day Shipping,M,No,54,,,,,,,37,73,3.1
30-35,Accessories,Violet,1065,Yes,Every 3 Months,Male,Hat,Wyoming,Credit Card,Yes,Spring,Express,M,No,34,,,,,,,42,28,3.5
35-40,Accessories,Maroon,1183,Yes,Quarterly,Male,Jewelry,New Mexico,PayPal,Yes,Spring,Express,M,No,37,,,,,,,45,21,3.8
30-35,Accessories,Yellow,1393,Yes,Every 3 Months,Male,Gloves,Arkansas,Venmo,Yes,Spring,Express,M,No,31,,,,,,,34,46,4.2
35-40,Accessories,Beige,1384,Yes,Monthly,Male,Scarf,Wisconsin,Venmo,Yes,Spring,Express,M,No,36,,,,,,,4,58,3.3
40-45,Accessories,Silver,1090,Yes,Bi-Weekly,Male,Backpack,Arizona,PayPal,Yes,Spring,Next Day Air,M,No,40,,,,,,,33,61,3.8
15-20,Accessories,Purple,1665,Yes,Weekly,Male,Handbag,Minnesota,PayPal,Yes,Spring,Next Day Air,M,No,19,,,,,,,35,53,5
50-55,Accessories,Olive,1206,Yes,Fortnightly,Male,Handbag,California,Bank Transfer,Yes,Spring,Standard,M,No,52,,,,,,,38,99,3.5
65-70,Accessories,Magenta,1320,Yes,Weekly,Male,Sunglasses,Oklahoma,Bank Transfer,Yes,Spring,Standard,M,No,65,,,,,,,48,24,4
30-35,Accessories,Blue,1410,Yes,Fortnightly,Male,Backpack,Idaho,Cash,Yes,Spring,Standard,M,No,34,,,,,,,41,50,4.2
30-35,Accessories,Turquoise,1568,Yes,Monthly,Male,Backpack,Minnesota,Cash,Yes,Spring,Standard,M,No,30,,,,,,,9,33,4.1
55-60,Accessories,Violet,1518,Yes,Quarterly,Male,Gloves,New Hampshire,Cash,Yes,Spring,Standard,M,No,57,,,,,,,12,41,3.4
25-30,Accessories,Green,1617,Yes,Quarterly,Male,Hat,Colorado,Cash,Yes,Spring,Standard,M,No,26,,,,,,,50,41,3.4
30-35,Accessories,Indigo,1120,Yes,Weekly,Male,Jewelry,Louisiana,Credit Card,Yes,Spring,Standard,M,No,34,,,,,,,36,36,3.1
30-35,Accessories,Maroon,1545,Yes,Bi-Weekly,Male,Jewelry,Arkansas,Debit Card,Yes,Spring,Standard,M,No,30,,,,,,,17,24,3.9
40-45,Accessories,Lavender,1270,Yes,Quarterly,Male,Jewelry,Vermont,PayPal,Yes,Spring,Standard,M,No,43,,,,,,,47,53,3
35-40,Accessories,Violet,1091,Yes,Fortnightly,Male,Scarf,Connecticut,Cash,Yes,Spring,Store Pickup,M,No,38,,,,,,,27,58,4.2
25-30,Accessories,Peach,1404,Yes,Bi-Weekly,Male,Backpack,Georgia,Credit Card,Yes,Spring,Store Pickup,M,No,26,,,,,,,20,20,3.6
35-40,Accessories,Beige,1176,Yes,Quarterly,Male,Belt,New Jersey,PayPal,Yes,Spring,Store Pickup,M,No,35,,,,,,,26,81,4.1
25-30,Accessories,Olive,1282,Yes,Bi-Weekly,Male,Belt,New Jersey,Venmo,Yes,Spring,Store Pickup,M,No,29,,,,,,,8,81,4.5
25-30,Accessories,White,1522,Yes,Weekly,Male,Backpack,Washington,Bank Transfer,Yes,Summer,2-Day Shipping,M,No,29,,,,,,,50,59,2.7
20-25,Accessories,Brown,1521,Yes,Quarterly,Male,Hat,Iowa,Cash,Yes,Summer,2-Day Shipping,M,No,21,,,,,,,39,66,4.4
60-65,Accessories,Olive,1552,Yes,Monthly,Male,Handbag,Minnesota,Credit Card,Yes,Summer,2-Day Shipping,M,No,64,,,,,,,13,29,3.7
45-50,Accessories,Teal,1506,Yes,Monthly,Male,Belt,North Dakota,Cash,Yes,Summer,Express,M,No,46,,,,,,,39,20,3
60-65,Accessories,Beige,1072,Yes,Monthly,Male,Hat,Pennsylvania,Credit Card,Yes,Summer,Express,M,No,61,,,,,,,46,81,2.6
25-30,Accessories,Maroon,1293,Yes,Annually,Male,Belt,Kentucky,Bank Transfer,Yes,Summer,Free Shipping,M,No,26,,,,,,,42,61,3.9
55-60,Accessories,Charcoal,1233,Yes,Every 3 Months,Male,Handbag,New York,Debit Card,Yes,Summer,Free Shipping,M,No,57,,,,,,,31,23,3.6
40-45,Accessories,Orange,1420,Yes,Quarterly,Male,Handbag,Montana,Debit Card,Yes,Summer,Free Shipping,M,No,43,,,,,,,4,75,2.6
50-55,Accessories,Magenta,1071,Yes,Weekly,Male,Jewelry,North Carolina,Debit Card,Yes,Summer,Free Shipping,M,No,50,,,,,,,50,75,3.3
25-30,Accessories,Blue,1479,Yes,Bi-Weekly,Male,Gloves,Washington,Venmo,Yes,Summer,Free Shipping,M,No,28,,,,,,,13,23,4.2
60-65,Accessories,Cyan,1624,Yes,Annually,Male,Backpack,Indiana,Debit Card,Yes,Summer,Next Day Air,M,No,64,,,,,,,50,58,3.5
25-30,Accessories,Purple,1114,Yes,Bi-Weekly,Male,Sunglasses,Maryland,PayPal,Yes,Summer,Next Day Air,M,No,28,,,,,,,11,80,4.8
50-55,Accessories,Indigo,1562,Yes,Quarterly,Male,Scarf,Mississippi,Bank Transfer,Yes,Summer,Standard,M,No,50,,,,,,,2,38,3.8
25-30,Accessories,Maroon,1391,Yes,Weekly,Male,Hat,Arkansas,Debit Card,Yes,Summer,Standard,M,No,25,,,,,,,42,38,4.3
65-70,Accessories,Lavender,1131,Yes,Bi-Weekly,Male,Jewelry,Kentucky,PayPal,Yes,Summer,Standard,M,No,67,,,,,,,30,41,3.9
45-50,Accessories,Purple,1119,Yes,Every 3 Months,Male,Belt,Indiana,PayPal,Yes,Summer,Standard,M,No,49,,,,,,,11,65,4.9
50-55,Accessories,Beige,1464,Yes,Monthly,Male,Jewelry,Oklahoma,Bank Transfer,Yes,Summer,Store Pickup,M,No,54,,,,,,,1,49,4.9
55-60,Accessories,Black,1098,Yes,Weekly,Male,Sunglasses,Vermont,Bank Transfer,Yes,Summer,Store Pickup,M,No,58,,,,,,,47,27,3.2
15-20,Accessories,Indigo,1537,Yes,Quarterly,Male,Sunglasses,Michigan,Cash,Yes,Summer,Store Pickup,M,No,18,,,,,,,17,82,2.6
60-65,Accessories,Purple,1411,Yes,Annually,Male,Hat,Tennessee,Debit Card,Yes,Summer,Store Pickup,M,No,61,,,,,,,18,93,4
40-45,Accessories,White,1237,Yes,Every 3 Months,Male,Hat,New Mexico,Debit Card,Yes,Summer,Store Pickup,M,No,42,,,,,,,35,68,4.4
30-35,Accessories,Maroon,1197,Yes,Bi-Weekly,Male,Belt,North Dakota,Bank Transfer,Yes,Winter,2-Day Shipping,M,No,30,,,,,,,13,88,3.2
30-35,Accessories,Peach,1465,Yes,Quarterly,Male,Belt,Montana,Bank Transfer,Yes,Winter,2-Day Shipping,M,No,33,,,,,,,23,92,4.6
25-30,Accessories,Indigo,1526,Yes,Fortnightly,Male,Belt,Oregon,Cash,Yes,Winter,2-Day Shipping,M,No,29,,,,,,,22,31,4.6
25-30,Accessories,Charcoal,1621,Yes,Every 3 Months,Male,Hat,Virginia,PayPal,Yes,Winter,2-Day Shipping,M,No,25,,,,,,,27,47,3.1
25-30,Accessories,White,1196,Yes,Monthly,Male,Scarf,Texas,Venmo,Yes,Winter,2-Day Shipping,M,No,25,,,,,,,33,95,4
40-45,Accessories,Black,1175,Yes,Bi-Weekly,Male,Backpack,Michigan,Bank Transfer,Yes,Winter,Express,M,No,42,,,,,,,19,31,4.3
65-70,Accessories,Green,1221,Yes,Quarterly,Male,Gloves,Kentucky,Bank Transfer,Yes,Winter,Express,M,No,67,,,,,,,36,64,4.9
40-45,Accessories,Indigo,1174,Yes,Bi-Weekly,Male,Jewelry,South Dakota,Cash,Yes,Winter,Express,M,No,44,,,,,,,42,76,2.5
65-70,Accessories,Charcoal,1117,Yes,Fortnightly,Male,Backpack,Hawaii,PayPal,Yes,Winter,Express,M,No,67,,,,,,,39,96,4.2
20-25,Accessories,Lavender,1530,Yes,Bi-Weekly,Male,Backpack,Georgia,Credit Card,Yes,Winter,Free Shipping,M,No,20,,,,,,,48,63,3.1
50-55,Accessories,Blue,1416,Yes,Every 3 Months,Male,Belt,Illinois,Credit Card,Yes,Winter,Free Shipping,M,No,54,,,,,,,12,90,3.7
60-65,Accessories,Olive,1663,Yes,Fortnightly,Male,Sunglasses,New Mexico,Debit Card,Yes,Winter,Free Shipping,M,No,63,,,,,,,46,24,4.6
55-60,Accessories,Teal,1561,Yes,Weekly,Male,Hat,Oregon,Debit Card,Yes,Winter,Free Shipping,M,No,57,,,,,,,3,84,3.8
50-55,Accessories,Olive,1087,Yes,Bi-Weekly,Male,Sunglasses,Alaska,PayPal,Yes,Winter,Free Shipping,M,No,53,,,,,,,27,62,3
25-30,Accessories,Cyan,1677,Yes,Weekly,Male,Sunglasses,West Virginia,Bank Transfer,Yes,Winter,Next Day Air,M,No,27,,,,,,,34,44,3.1
25-30,Accessories,Black,1095,Yes,Quarterly,Male,Jewelry,Connecticut,Cash,Yes,Winter,Next Day Air,M,No,25,,,,,,,25,40,4.8
65-70,Accessories,Olive,1628,Yes,Annually,Male,Sunglasses,Maine,Credit Card,Yes,Winter,Next Day Air,M,No,69,,,,,,,8,21,2.9
70-75,Accessories,Lavender,1606,Yes,Bi-Weekly,Male,Belt,Connecticut,Credit Card,Yes,Winter,Next Day Air,M,No,70,,,,,,,15,46,3.4
60-65,Accessories,Silver,1651,Yes,Fortnightly,Male,Scarf,Arkansas,Credit Card,Yes,Winter,Next Day Air,M,No,60,,,,,,,46,36,3.4
35-40,Accessories,Charcoal,1405,Yes,Weekly,Male,Jewelry,New Mexico,Debit Card,Yes,Winter,Next Day Air,M,No,36,,,,,,,10,28,3.5
45-50,Accessories,Brown,1496,Yes,Weekly,Male,Jewelry,Rhode Island,PayPal,Yes,Winter,Next Day Air,M,No,45,,,,,,,6,23,4.5
35-40,Accessories,Purple,1563,Yes,Bi-Weekly,Male,Scarf,Alabama,Venmo,Yes,Winter,Next Day Air,M,No,37,,,,,,,23,75,3.2
65-70,Accessories,Yellow,1519,Yes,Fortnightly,Male,Belt,New York,Venmo,Yes,Winter,Next Day Air,M,No,68,,,,,,,14,73,4.1
25-30,Accessories,Purple,1470,Yes,Every 3 Months,Male,Jewelry,Mississippi,PayPal,Yes,Winter,Standard,M,No,28,,,,,,,31,98,4.4
45-50,Accessories,Black,1546,Yes,Annually,Male,Belt,Delaware,Bank Transfer,Yes,Winter,Store Pickup,M,No,48,,,,,,,49,43,4.9
25-30,Accessories,Magenta,1366,Yes,Fortnightly,Male,Handbag,Indiana,Bank Transfer,Yes,Winter,Store Pickup,M,No,28,,,,,,,18,69,4.5
15-20,Accessories,Olive,1400,Yes,Annually,Male,Hat,Nebraska,Venmo,Yes,Winter,Store Pickup,M,No,19,,,,,,,48,81,3.1
25-30,Accessories,Turquoise,1086,Yes,Fortnightly,Male,Jewelry,Utah,Venmo,Yes,Winter,Store Pickup,M,No,25,,,,,,,23,85,3
25-30,Accessories,Gray,1170,Yes,Annually,Male,Backpack,Wyoming,Cash,Yes,Fall,2-Day Shipping,S,No,25,94,1170,94,,,,3,94,4.5
30-35,Accessories,Peach,1116,Yes,Weekly,Male,Hat,New York,Cash,Yes,Fall,2-Day Shipping,S,No,30,58,1116,58,,,,37,58,4
40-45,Accessories,Silver,1469,Yes,Fortnightly,Male,Gloves,Arkansas,Cash,Yes,Fall,Express,S,No,42,39,1469,39,,,,46,39,3.9
60-65,Accessories,Black,1368,Yes,Quarterly,Male,Belt,Iowa,Cash,Yes,Fall,Express,S,No,60,63,1368,63,,,,25,63,3.8
60-65,Accessories,Indigo,1185,Yes,Annually,Male,Belt,South Carolina,Credit Card,Yes,Fall,Express,S,No,63,73,1185,73,,,,19,73,3.4
25-30,Accessories,Turquoise,1226,Yes,Weekly,Male,Gloves,North Carolina,Debit Card,Yes,Fall,Free Shipping,S,No,28,97,1226,97,,,,16,97,2.6
20-25,Accessories,Cyan,1207,Yes,Every 3 Months,Male,Handbag,Mississippi,Venmo,Yes,Fall,Free Shipping,S,No,22,59,1207,59,,,,16,59,3
45-50,Accessories,White,1075,Yes,Fortnightly,Male,Jewelry,Tennessee,Bank Transfer,Yes,Fall,Standard,S,No,48,71,1075,71,,,,45,71,2.6
70-75,Accessories,Gold,1494,Yes,Quarterly,Male,Belt,North Dakota,Credit Card,Yes,Fall,Standard,S,No,70,44,1494,44,,,,44,44,2.7
35-40,Accessories,Purple,1124,Yes,Monthly,Male,Hat,Massachusetts,Cash,Yes,Fall,Store Pickup,S,No,36,67,1124,67,,,,38,67,2.5
40-45,Accessories,Pink,1597,Yes,Monthly,Male,Jewelry,Mississippi,Debit Card,Yes,Fall,Store Pickup,S,No,42,30,1597,30,,,,15,30,4.7
25-30,Accessories,Magenta,1483,Yes,Weekly,Male,Gloves,Wisconsin,Bank Transfer,Yes,Spring,2-Day Shipping,S,No,28,,,,,,,43,67,4.1
70-75,Accessories,Charcoal,1123,Yes,Annually,Male,Handbag,North Carolina,Credit Card,Yes,Spring,2-Day Shipping,S,No,70,,,,,,,12,62,4.3
60-65,Accessories,Orange,1305,Yes,Every 3 Months,Male,Backpack,Montana,PayPal,Yes,Spring,2-Day Shipping,S,No,64,,,,,,,18,63,4
65-70,Accessories,Magenta,1641,Yes,Weekly,Male,Scarf,Tennessee,PayPal,Yes,Spring,2-Day Shipping,S,No,65,,,,,,,13,51,4
30-35,Accessories,Gray,1472,Yes,Every 3 Months,Male,Jewelry,Alaska,Venmo,Yes,Spring,2-Day Shipping,S,No,31,,,,,,,48,71,2.8
45-50,Accessories,Turquoise,1099,Yes,Weekly,Male,Handbag,Idaho,Credit Card,Yes,Spring,Next Day Air,S,No,49,,,,,,,27,98,3.6
60-65,Accessories,Violet,1532,Yes,Bi-Weekly,Male,Backpack,Mississippi,PayPal,Yes,Spring,Next Day Air,S,No,63,,,,,,,8,83,4.5
25-30,Accessories,Lavender,1317,Yes,Bi-Weekly,Male,Belt,Arkansas,Debit Card,Yes,Spring,Standard,S,No,28,,,,,,,14,32,4.6
30-35,Accessories,Magenta,1596,Yes,Fortnightly,Male,Backpack,Wisconsin,Debit Card,Yes,Spring,Standard,S,No,34,,,,,,,45,35,3.5
45-50,Accessories,Olive,1203,Yes,Every 3 Months,Male,Scarf,Maryland,Venmo,Yes,Spring,Standard,S,No,48,,,,,,,14,29,2.9
30-35,Accessories,Pink,1659,Yes,Weekly,Male,Jewelry,Alaska,Cash,Yes,Spring,Store Pickup,S,No,32,,,,,,,47,66,4.1
70-75,Accessories,Gray,1272,Yes,Annually,Male,Jewelry,Kentucky,PayPal,Yes,Spring,Store Pickup,S,No,70,,,,,,,42,57,4.3
35-40,Accessories,White,1633,Yes,Every 3 Months,Male,Gloves,Oregon,Debit Card,Yes,Summer,2-Day Shipping,S,No,35,,,,,,,50,28,4.7
60-65,Accessories,Beige,1662,Yes,Quarterly,Male,Gloves,Iowa,Debit Card,Yes,Summer,2-Day Shipping,S,No,64,,,,,,,21,86,2.7
50-55,Accessories,Red,1462,Yes,Quarterly,Male,Sunglasses,Oregon,Venmo,Yes,Summer,2-Day Shipping,S,No,54,,,,,,,42,95,5
65-70,Accessories,Black,1551,Yes,Quarterly,Male,Sunglasses,Arkansas,Bank Transfer,Yes,Summer,Free Shipping,S,No,66,,,,,,,40,26,2.8
20-25,Accessories,Cyan,1137,Yes,Monthly,Male,Handbag,Illinois,Cash,Yes,Summer,Free Shipping,S,No,23,,,,,,,37,83,4.8
35-40,Accessories,Orange,1325,Yes,Fortnightly,Male,Jewelry,Indiana,Credit Card,Yes,Summer,Free Shipping,S,No,39,,,,,,,11,77,3.8
20-25,Accessories,Red,1358,Yes,Quarterly,Male,Backpack,Texas,Cash,Yes,Summer,Next Day Air,S,No,24,,,,,,,20,66,3.5
25-30,Accessories,Black,1614,Yes,Fortnightly,Male,Jewelry,Illinois,Credit Card,Yes,Summer,Next Day Air,S,No,26,,,,,,,6,31,4
35-40,Accessories,Yellow,1484,Yes,Bi-Weekly,Male,Jewelry,Massachusetts,Debit Card,Yes,Summer,Next Day Air,S,No,39,,,,,,,12,61,4.7
35-40,Accessories,Blue,1161,Yes,Bi-Weekly,Male,Scarf,North Dakota,Venmo,Yes,Summer,Next Day Air,S,No,37,,,,,,,9,42,3.2
55-60,Accessories,Silver,1647,Yes,Every 3 Months,Male,Handbag,Nebraska,Bank Transfer,Yes,Summer,Standard,S,No,58,,,,,,,20,77,3.7
30-35,Accessories,Orange,1428,Yes,Annually,Male,Backpack,South Dakota,Credit Card,Yes,Summer,Store Pickup,S,No,31,,,,,,,8,90,4.9
55-60,Accessories,Magenta,1398,Yes,Annually,Male,Sunglasses,Massachusetts,PayPal,Yes,Summer,Store Pickup,S,No,55,,,,,,,33,67,4.7
50-55,Accessories,Charcoal,1603,Yes,Fortnightly,Male,Sunglasses,West Virginia,Venmo,Yes,Winter,Free Shipping,S,No,54,,,,,,,13,48,2.8
35-40,Accessories,Silver,1142,Yes,Fortnightly,Male,Gloves,Ohio,PayPal,Yes,Winter,Next Day Air,S,No,39,,,,,,,23,33,4.7
25-30,Accessories,Red,1151,Yes,Bi-Weekly,Male,Jewelry,Kentucky,Venmo,Yes,Winter,Next Day Air,S,No,29,,,,,,,50,36,2.7
55-60,Accessories,Yellow,1339,Yes,Fortnightly,Male,Handbag,Alabama,PayPal,Yes,Winter,Standard,S,No,56,,,,,,,43,51,2.6
20-25,Accessories,Indigo,1542,Yes,Bi-Weekly,Male,Handbag,Illinois,Cash,Yes,Winter,Store Pickup,S,No,24,,,,,,,35,77,2.9
35-40,Accessories,Teal,1559,Yes,Every 3 Months,Male,Sunglasses,New Mexico,Credit Card,Yes,Fall,Express,XL,No,35,75,1559,75,,,,24,75,3.5
30-35,Accessories,Silver,1102,Yes,Fortnightly,Male,Gloves,Delaware,Cash,Yes,Fall,Free Shipping,XL,No,30,76,1102,76,,,,39,76,3
55-60,Accessories,Teal,1321,Yes,Annually,Male,Hat,California,Debit Card,Yes,Fall,Free Shipping,XL,No,56,31,1321,31,,,,19,31,3.1
45-50,Accessories,Black,1436,Yes,Weekly,Male,Scarf,Oregon,Cash,Yes,Fall,Standard,XL,No,45,95,1436,95,,,,41,95,4
55-60,Accessories,Charcoal,1408,Yes,Annually,Male,Handbag,Nevada,Credit Card,Yes,Spring,Express,XL,No,56,,,,,,,11,61,4.5
65-70,Accessories,Black,1214,Yes,Every 3 Months,Male,Handbag,Kentucky,Debit Card,Yes,Spring,Express,XL,No,68,,,,,,,14,52,3.7
65-70,Accessories,Orange,1353,Yes,Bi-Weekly,Male,Hat,Indiana,Credit Card,Yes,Spring,Next Day Air,XL,No,65,,,,,,,37,89,4.5
60-65,Accessories,Brown,1082,Yes,Annually,Male,Belt,Idaho,Credit Card,Yes,Spring,Standard,XL,No,62,,,,,,,45,30,4.5
15-20,Accessories,Purple,1349,Yes,Fortnightly,Male,Belt,Nebraska,Credit Card,Yes,Spring,Standard,XL,No,19,,,,,,,23,54,3.2
20-25,Accessories,Purple,1074,Yes,Monthly,Male,Scarf,California,Credit Card,Yes,Spring,Store Pickup,XL,No,22,,,,,,,33,96,4
15-20,Accessories,Pink,1359,Yes,Every 3 Months,Male,Scarf,Nebraska,Venmo,Yes,Spring,Store Pickup,XL,No,19,,,,,,,25,22,2.5
55-60,Accessories,Yellow,1343,Yes,Monthly,Male,Sunglasses,Arizona,Bank Transfer,Yes,Summer,2-Day Shipping,XL,No,57,,,,,,,11,43,3.4
20-25,Accessories,Turquoise,1565,Yes,Every 3 Months,Male,Backpack,California,Debit Card,Yes,Summer,Next Day Air,XL,No,22,,,,,,,30,33,4.5
35-40,Accessories,Yellow,1584,Yes,Annually,Male,Scarf,Maryland,Venmo,Yes,Summer,Next Day Air,XL,No,37,,,,,,,8,92,4.3
20-25,Accessories,Magenta,1490,Yes,Quarterly,Male,Jewelry,Missouri,Venmo,Yes,Summer,Next Day Air,XL,No,24,,,,,,,42,26,4.1
20-25,Accessories,Silver,1478,Yes,Every 3 Months,Male,Belt,Oregon,PayPal,Yes,Summer,Standard,XL,No,24,,,,,,,1,32,4.3
40-45,Accessories,Charcoal,1595,Yes,Fortnightly,Male,Handbag,Colorado,Cash,Yes,Summer,Store Pickup,XL,No,40,,,,,,,3,41,3.7
30-35,Accessories,Maroon,1230,Yes,Annually,Male,Jewelry,Kansas,Bank Transfer,Yes,Winter,Express,XL,No,34,,,,,,,39,52,3.6
60-65,Accessories,Red,1249,Yes,Annually,Male,Hat,Wisconsin,Credit Card,Yes,Winter,Free Shipping,XL,No,62,,,,,,,8,37,3
55-60,Accessories,Red,1148,Yes,Annually,Male,Hat,Tennessee,Debit Card,Yes,Winter,Next Day Air,XL,No,59,,,,,,,17,36,4.3
50-55,Accessories,Cyan,1083,Yes,Quarterly,Male,Hat,South Carolina,Venmo,Yes,Winter,Next Day Air,XL,No,54,,,,,,,30,85,2.6
65-70,Accessories,Charcoal,1289,Yes,Bi-Weekly,Male,Belt,South Dakota,PayPal,Yes,Winter,Standard,XL,No,66,,,,,,,34,93,4.1
40-45,Accessories,Maroon,1598,Yes,Quarterly,Male,Hat,Mississippi,Bank Transfer,Yes,Winter,Store Pickup,XL,No,43,,,,,,,34,21,2.6
45-50,Accessories,Violet,1466,Yes,Bi-Weekly,Male,Gloves,Nebraska,Cash,Yes,Winter,Store Pickup,XL,No,46,,,,,,,42,72,3.9
30-35,Accessories,Olive,1468,Yes,Fortnightly,Male,Jewelry,Ohio,Debit Card,Yes,Winter,Store Pickup,XL,No,30,,,,,,,16,27,4.7
35-40,Clothing,Beige,1507,Yes,Quarterly,Male,Shirt,South Carolina,PayPal,Yes,Fall,2-Day Shipping,L,No,35,30,1507,,30,,,44,30,3
20-25,Clothing,Purple,1380,Yes,Bi-Weekly,Male,T-shirt,Minnesota,Venmo,Yes,Fall,2-Day Shipping,L,No,21,64,1380,,64,,,38,64,2.8
55-60,Clothing,Black,1361,Yes,Annually,Male,Skirt,Alabama,Bank Transfer,Yes,Fall,Express,L,No,56,43,1361,,43,,,4,43,2.8
30-35,Clothing,Pink,1445,Yes,Quarterly,Male,Sweater,Vermont,Cash,Yes,Fall,Express,L,No,32,36,1445,,36,,,26,36,3.8
60-65,Clothing,Charcoal,1280,Yes,Annually,Male,Hoodie,Maryland,Debit Card,Yes,Fall,Express,L,No,63,56,1280,,56,,,18,56,3.7
45-50,Clothing,Gold,1073,Yes,Fortnightly,Male,Shorts,Idaho,Debit Card,Yes,Fall,Express,L,No,48,92,1073,,92,,,34,92,3.5
60-65,Clothing,Silver,1456,Yes,Every 3 Months,Male,Pants,Alabama,PayPal,Yes,Fall,Express,L,No,60,79,1456,,79,,,1,79,4.9
20-25,Clothing,Cyan,1671,Yes,Weekly,Male,Pants,Utah,Cash,Yes,Fall,Free Shipping,L,No,22,73,1671,,73,,,20,73,3.6
40-45,Clothing,Charcoal,1423,Yes,Bi-Weekly,Male,Dress,Texas,PayPal,Yes,Fall,Free Shipping,L,No,44,27,1423,,27,,,3,27,3.4
55-60,Clothing,Violet,1115,Yes,Every 3 Months,Male,Skirt,New Hampshire,Bank Transfer,Yes,Fall,Next Day Air,L,No,55,25,1115,,25,,,47,25,2.6
25-30,Clothing,Cyan,1111,Yes,Bi-Weekly,Male,Hoodie,Texas,Cash,Yes,Fall,Standard,L,No,28,61,1111,,61,,,31,61,3
20-25,Clothing,Gold,1430,Yes,Every 3 Months,Male,Skirt,Maryland,Credit Card,Yes,Fall,Standard,L,No,24,38,1430,,38,,,6,38,4.7
55-60,Clothing,Charcoal,1539,Yes,Bi-Weekly,Male,Dress,Illinois,Venmo,Yes,Fall,Standard,L,No,56,65,1539,,65,,,22,65,3.2
55-60,Clothing,Magenta,1223,Yes,Annually,Male,Jeans,Indiana,Bank Transfer,Yes,Fall,Store Pickup,L,No,58,69,1223,,69,,,27,69,3.4
45-50,Clothing,Cyan,1155,Yes,Bi-Weekly,Male,Dress,Georgia,Credit Card,Yes,Spring,2-Day Shipping,L,No,49,,,,,,,44,82,2.9
55-60,Clothing,Green,1316,Yes,Quarterly,Male,Shorts,Mississippi,Debit Card,Yes,Spring,2-Day Shipping,L,No,56,,,,,,,29,75,4.2
20-25,Clothing,Purple,1611,Yes,Annually,Male,Socks,Tennessee,PayPal,Yes,Spring,2-Day Shipping,L,No,20,,,,,,,1,31,3.4
20-25,Clothing,Brown,1657,Yes,Every 3 Months,Male,Blouse,Indiana,PayPal,Yes,Spring,2-Day Shipping,L,No,21,,,,,,,41,42,2.6
35-40,Clothing,Silver,1338,Yes,Bi-Weekly,Male,Sweater,Tennessee,Credit Card,Yes,Spring,Express,L,No,37,,,,,,,19,86,3.4
50-55,Clothing,Purple,1553,Yes,Monthly,Male,Blouse,New Mexico,Credit Card,Yes,Spring,Express,L,No,54,,,,,,,20,49,3
50-55,Clothing,Gold,1101,Yes,Weekly,Male,Pants,Nevada,Credit Card,Yes,Spring,Express,L,No,50,,,,,,,2,28,4.4
30-35,Clothing,Turquoise,1407,Yes,Monthly,Male,Shirt,Washington,Debit Card,Yes,Spring,Express,L,No,32,,,,,,,15,46,3.6
15-20,Clothing,Green,1278,Yes,Quarterly,Male,Blouse,Rhode Island,Venmo,Yes,Spring,Express,L,No,19,,,,,,,5,97,5
65-70,Clothing,Gold,1258,Yes,Every 3 Months,Male,Dress,Minnesota,Cash,Yes,Spring,Free Shipping,L,No,68,,,,,,,31,67,3
35-40,Clothing,Yellow,1523,Yes,Monthly,Male,Shorts,Tennessee,Debit Card,Yes,Spring,Free Shipping,L,No,38,,,,,,,5,72,4.8
40-45,Clothing,Silver,1274,Yes,Every 3 Months,Male,Jeans,Mississippi,Credit Card,Yes,Spring,Next Day Air,L,No,41,,,,,,,32,29,4.1
